"PID","lebe_cont","cand_rightwing","cand_change_R","cand_exp","cand_change","cand_econ","cand_cult","mob","soccon","lonely","selfplacement","mob_1R","mob_2","mob_3R","mob_4","mob_5","mob_6","mob_7R","mob_8R","soccon_1","soccon_2","soccon_3","soccon_4R","soccon_5","lonely_1","lonely_2","lonely_3","lebecool_self","lebecool_white","lebecool_black","lebecool_asian","lebecool_latino","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","att_1","att_2","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"WK077fj",100,7,7,7,1,7,7,7,3.4,9,3.5,7,7,7,7,7,7,7,7,7,7,1,1,1,3,3,3,75,80,0,100,75,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,23,"man","Asian","GED","$20,001-$40,000",2,2,0,1,0,0,1,NA
"AD963vm",89,3,3,4,5,3,3,4.25,4.8,8,3,6,4,5,4,3,5,4,3,5,5,5,4,5,3,2,3,65,77,51,70,40,3,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,34,"woman","Black or African American","2yearColl","$0-$20,000",1,3,0,0,0,0,1,NA
"NJ712iu",10,7,3,1,5,7,7,6.625,1.6,3,3,7,7,4,7,7,7,7,7,1,1,1,1,4,1,1,1,67,70,46,82,61,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,47,"man","White","4yearColl","$100,001-$120,000",6,4,1,1,1,0,0,NA
"HJ265tb",40,1,4,5,4,1,1,3.375,3.6,6,2,4,2,5,4,2,3,3,4,3,3,4,3,5,2,2,2,67,76,24,50,29,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,36,"man","White","4yearColl","$180,001-$200,000",10,4,1,1,0,1,0,NA
"NU428gz",23,3,2,5,6,4,2,5,3.4,6,3,5,5,5,5,5,5,5,5,3,3,3,3,5,2,2,2,56,97,42,71,44,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,66,"woman","Black or African American","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,"none"
"ZP132vz",20,4.5,4,4,4,6,3,5.625,6,9,1,6,5,6,5,5,6,6,6,6,6,6,6,6,3,3,3,70,50,35,50,20,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,41,"woman","White","4yearColl","$20,001-$40,000",2,4,1,0,0,0,1,NA
"DF457sj",24,1.5,6,4,2,2,1,4.875,2.2,4,2,5,5,5,5,4,5,5,5,2,2,2,3,2,1,2,1,77,79,20,69,34,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,44,"woman","multiracial","MA","Over $200,000",11,5,0,0,0,1,0,"none"
"ZM397mz",37,1,4,4,4,1,1,5,2,5,1.5,5,5,5,5,5,5,5,5,2,2,2,2,2,1,2,2,74,74,33,68,32,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,41,"woman","Asian","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,"everything was clear and went well"
"FC139kt",25,3,3,6,5,4,2,5,1.8,6,2,5,5,5,5,4,5,5,6,2,2,1,2,2,3,2,1,86,91,73,84,71,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,26,"man","Asian","MA","$80,001-$100,000",5,5,0,1,0,1,0,NA
"FK682cd",42,1,5,3,3,1,1,2.25,2.8,3,2,3,1,3,2,3,3,1,2,3,3,2,3,3,1,1,1,51,75,22,22,4,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,52,"woman","White","2yearColl","$80,001-$100,000",5,3,1,0,0,0,1,NA
"CG329ix",43,1,5,4,3,1,1,5.625,2.4,5,2,6,5,6,6,5,6,6,5,3,3,2,2,2,1,2,2,59,96,16,25,4,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,37,"woman","multiracial","MA","$80,001-$100,000",5,5,0,0,0,1,0,NA
"JD214dw",10,4,6,3,2,2,6,3.75,1.6,4,3,2,6,2,5,5,6,2,2,2,1,2,2,1,2,1,1,70,90,25,85,50,4,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,47,"man","White","2yearColl","$60,001-$80,000",4,3,1,1,1,0,0,NA
"WQ178qg",38,5.5,6,1,2,5,6,6.25,1.8,5,2,6,6,6,6,6,6,7,7,2,3,1,2,1,1,2,2,69,68,86,54,45,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,34,"man","White","4yearColl","$140,001-$160,000",8,4,1,1,1,0,0,NA
"HX108jf",60,1,4,4,4,1,1,5.5,5,9,3,6,5,7,5,4,5,6,6,5,5,5,5,5,3,3,3,60,61,31,63,31,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,46,"woman","White","MA","$60,001-$80,000",4,5,1,0,0,0,1,NA
"IM905lc",60,2.5,2,5,6,3,2,5,2.4,3,2,5,5,5,5,5,5,5,5,2,3,3,2,2,1,1,1,60,70,40,58,35,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,19,"man","White","GED","$40,001-$60,000",3,2,1,1,0,0,1,NA
"UY485yr",17,1,7,4,1,1,1,6.125,2,3,1.5,6,6,7,6,6,6,6,6,2,2,2,2,2,1,1,1,81,81,38,28,46,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,63,"man","White","4yearColl","$100,001-$120,000",6,4,1,1,0,1,0,NA
"RR203pw",70,2,3,5,5,2,2,4.75,3.6,4,3,5,4,6,4,4,5,5,5,4,5,2,4,3,2,1,1,35,76,25,79,32,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,56,"woman","White","2yearColl","$20,001-$40,000",2,3,1,0,0,1,0,"None."
"YS873pd",33,4.5,5,3,3,2,7,5.375,2,3,2,4,6,6,6,4,5,6,6,2,2,2,2,2,1,1,1,85,90,84,53,40,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,47,"man","White","GED","$100,001-$120,000",6,2,1,1,1,0,0,"thank you , i enjoyed the survey"
"MZ249qa",40,7,1,3,7,7,7,6.625,3.4,6,5,6,7,6,7,7,6,7,7,3,4,3,2,5,3,1,2,40,50,50,50,50,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,69,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,1,0,0,NA
"XN077wg",40,5.5,1,4,7,5,6,6.625,3,6,3,7,7,6,7,6,6,7,7,4,3,3,2,3,2,2,2,39,46,36,67,33,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,37,"man","White","GED","$60,001-$80,000",4,2,1,1,1,0,0,NA
"CG152ak",70,1,5,3,3,1,1,3,3.4,6,2,3,3,3,3,4,3,3,2,3,3,3,3,5,2,2,2,40,70,26,31,24,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,41,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"SG571me",31,1,7,5,1,1,1,3.625,3.6,5,3,3,3,6,3,3,3,5,3,2,5,3,3,5,1,2,2,50,86,30,65,32,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,63,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,0,1,0,"I'm not sure what that favorite color thing was there...
These are such hard questions to answer.
Best of luck with your research!"
"CN037oa",29,4,3,5,5,6,2,4,1.6,4,1.5,2,5,1,5,6,6,2,5,2,2,2,1,1,1,2,1,75,75,63,41,25,2,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,42,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,1,0,0,NA
"CJ286ws",61,2.5,5,2,3,3,2,3,4,5,4,3,2,3,3,3,4,3,3,4,5,3,3,5,1,2,2,16,91,9,27,37,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,54,"woman","Black or African American","MA","$40,001-$60,000",3,5,0,0,0,1,0,NA
"ZU985vu",36,2.5,5,4,3,3,2,5.5,5.2,7,3,7,4,6,6,5,5,5,6,5,6,6,5,4,3,2,2,56,67,25,58,40,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,35,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,1,0,NA
"JG577qi",90,1.5,6,5,2,1,2,4.75,6.2,9,4,5,5,3,5,5,5,5,5,6,7,6,6,6,3,3,3,30,90,50,60,25,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,44,"man","White","2yearColl","$20,001-$40,000",2,3,1,1,0,1,0,NA
"YY134wz",45,1,5,5,3,1,1,4.875,4,6,2,5,5,5,3,5,5,6,5,5,3,5,2,5,2,2,2,84,88,40,55,29,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,26,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,1,0,NA
"HM988bk",90,1,4,7,4,1,1,5,6,9,3.5,5,5,5,5,5,5,5,5,6,6,6,6,6,3,3,3,25,100,25,76,21,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,38,"woman","Black or African American","4yearColl","$60,001-$80,000",4,4,0,0,0,1,0,NA
"PL063hs",75,1,2,4,6,1,1,3.125,4.8,5,2,4,3,3,3,3,3,3,3,5,5,5,4,5,1,2,2,50,100,30,25,5,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,58,"man","White","GED","$60,001-$80,000",4,2,1,1,0,1,0,NA
"UQ780hj",13,1.5,3,5,5,2,1,6,2,4,5,6,6,6,6,6,6,6,6,2,2,2,2,2,1,1,2,45,53,91,63,78,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,72,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,NA
"SK346zg",5,2.5,6,1,2,4,1,7,1,3,4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,15,100,50,100,10,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,54,"woman","Black or African American","2yearColl","$40,001-$60,000",3,3,0,0,0,0,1,NA
"QV695jv",0,2.5,7,3,1,4,1,2.5,2.2,3,3,2,3,3,2,2,4,2,2,3,2,2,2,2,1,1,1,70,97,36,75,12,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,56,"man","White","2yearColl","$20,001-$40,000",2,3,1,1,0,1,0,NA
"DB333qs",82,1,5,6,3,1,1,5.375,6.4,6,3,6,3,7,6,3,6,6,6,7,6,6,6,7,1,2,3,30,41,15,45,11,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,51,"woman","White","PHD","$40,001-$60,000",3,6,1,0,0,1,0,NA
"CO505bv",22,2,7,2,1,2,2,4.375,3,3,2,3,3,6,4,4,6,5,4,3,2,2,3,5,1,1,1,76,84,36,74,34,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,50,"man","White","4yearColl","$140,001-$160,000",8,4,1,1,0,1,0,NA
"AO824wg",21,7,1,6,7,7,7,5.125,1.2,4,2,5,5,6,5,5,5,5,5,1,1,1,1,2,1,2,1,65,72,62,57,62,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,59,"woman","White","4yearColl","$20,001-$40,000",2,4,1,0,1,0,0,NA
"QV915lj",36,5,4,5,4,5,5,3.875,1.2,3,1.5,3,4,4,5,5,4,3,3,1,1,1,2,1,1,1,1,81,81,69,75,67,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,25,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,1,0,0,NA
"VQ769rr",55,6,5,2,3,5,7,5.5,2.4,7,3,6,5,6,5,5,5,6,6,2,2,3,2,3,3,2,2,61,65,58,63,57,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,71,"woman","White","2yearColl","$20,001-$40,000",2,3,1,0,1,0,0,"No comments"
"CB288bp",38,1.5,4,7,4,1,2,3,2.2,6,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,41,95,19,29,22,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,56,"woman","White","GED","$60,001-$80,000",4,2,1,0,0,1,0,NA
"LU167ub",90,1,7,1,1,1,1,5,6.6,6,4.5,5,5,5,5,5,5,5,5,7,7,7,6,6,2,2,2,30,100,30,55,45,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,33,"man","multiracial","4yearColl","$0-$20,000",1,4,0,1,0,1,0,"None"
"LQ786wi",10,2,4,5,4,2,2,3.625,1.2,4,1.5,6,2,5,3,5,2,4,2,1,2,1,1,1,1,2,1,80,80,35,55,35,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,36,"man","White","MA","$100,001-$120,000",6,5,1,1,0,0,1,NA
"TT021oi",0,5.5,1,6,7,4,7,3.75,2,4,3,2,4,4,5,4,4,4,3,2,2,2,2,2,2,1,1,0,0,0,0,0,4,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,36,"woman","Black or African American","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,"Thank you for allowing me to participate in this study."
"TE654zx",32,4.5,4,3,4,4,5,4.875,2.8,6,3,5,5,5,5,5,4,5,5,2,4,3,2,3,2,2,2,50,70,44,54,31,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,31,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,0,0,1,NA
"PE118jr",5,2.5,3,1,5,4,1,5.625,2,3,2,6,5,6,5,5,6,6,6,2,2,2,2,2,1,1,1,80,84,20,51,60,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,39,"man","White","GED","$120,001-$140,000",7,2,1,1,0,1,0,NA
"LL690qv",6,2.5,2,5,6,3,2,5.5,1.8,7,1,7,2,7,6,2,6,7,7,3,2,1,1,2,2,2,3,83,78,38,66,59,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,64,"man","multiracial","MA","$80,001-$100,000",5,5,0,1,0,0,1,NA
"CD259so",34,5,3,3,5,5,5,5.125,1.6,4,3,6,5,5,6,6,5,2,6,2,2,1,2,1,1,2,1,51,77,42,58,40,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,43,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,0,1,0,NA
"BW762tt",5,7,1,1,7,7,7,6.625,1.6,3,4,7,7,7,7,4,7,7,7,2,2,1,2,1,1,1,1,81,84,60,87,83,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,61,"man","White","2yearColl","$80,001-$100,000",5,3,1,1,1,0,0,NA
"DS458ra",68,4,6,1,2,3,5,5.375,4,5,3,6,5,6,5,5,6,6,4,6,4,2,3,5,1,1,3,32,82,17,77,23,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,24,"man","White","4yearColl","$120,001-$140,000",7,4,1,1,0,0,1,NA
"VV323sf",52,1,6,6,2,1,1,3,4.2,5,3,5,2,4,3,1,3,3,3,6,3,4,3,5,1,2,2,44,100,15,58,19,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,26,"woman","Asian","4yearColl","$40,001-$60,000",3,4,0,0,0,1,0,NA
"LJ399fx",10,1,6,4,2,1,1,5.5,2,3,1,6,5,6,5,5,5,6,6,2,2,2,2,2,1,1,1,78,70,43,61,50,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,44,"man","White","MA","$160,001-$180,000",9,5,1,1,0,1,0,NA
"TY687yb",25,2,3,4,5,2,2,6,1.6,3,3,6,6,6,7,5,5,7,6,2,1,1,2,2,1,1,1,63,68,53,74,53,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,28,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"HN479rq",70,4.5,6,4,2,2,7,5,5.8,6,3,5,5,5,5,5,5,5,5,6,6,6,5,6,2,2,2,57,75,44,66,30,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,36,"woman","White","GED","$60,001-$80,000",4,2,1,0,1,0,0,NA
"KU828wx",5,1,3,5,5,1,1,4.875,2.8,4,3,5,4,5,5,5,5,5,5,5,2,3,2,2,1,2,1,40,65,30,65,35,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,31,"man","Hispanic, Latino, or Spanish origin","GED","$140,001-$160,000",8,2,0,1,0,1,0,NA
"LZ586kh",33,4,5,2,3,4,4,3.875,4.6,6,4,4,4,4,4,3,5,3,4,5,4,5,4,5,2,2,2,58,67,56,73,62,5,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,33,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,1,0,0,NA
"KW051jy",45,2,2,3,6,2,2,2.25,2.2,5,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,80,90,65,70,65,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,71,"woman","White","MA","$40,001-$60,000",3,5,1,0,0,1,0,NA
"PI373tl",68,3,3,4,5,3,3,3.25,3.4,6,3,4,3,3,3,3,4,3,3,3,3,4,2,5,2,1,3,66,82,33,70,48,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,36,"man","Hispanic, Latino, or Spanish origin","4yearColl","$80,001-$100,000",5,4,0,1,0,0,1,"N/A"
"AC610po",4,7,1,7,7,7,7,4.25,3.4,6,3,3,5,2,6,7,7,2,2,4,1,3,6,3,3,1,2,0,0,0,0,0,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,53,"man","White","4yearColl","$140,001-$160,000",8,4,1,1,1,0,0,NA
"GW859gs",60,1,2,5,6,1,1,6,2.6,3,3,6,6,6,6,6,6,6,6,2,3,2,3,3,1,1,1,40,93,30,66,30,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,57,"woman","White","GED","$0-$20,000",1,2,1,0,0,1,0,NA
"SJ781za",61,4,5,2,3,7,1,5.5,4.6,7,2,6,6,6,6,6,4,6,4,5,5,5,3,5,3,2,2,54,97,39,45,48,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,46,"man","White","GED","$20,001-$40,000",2,2,1,1,0,1,0,NA
"FT084wd",61,1.5,5,4,3,1,2,3.25,4.6,6,3,4,3,4,3,3,3,3,3,5,5,5,3,5,2,2,2,80,100,34,86,15,3,"No preference",NA,NA,"Neither","Independent | Neither",1,1,1,35,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,0,0,0,NA
"CO398xg",22,7,3,6,5,7,7,5.375,2,3,1,6,6,6,6,5,6,2,6,2,2,2,2,2,1,1,1,78,24,68,51,38,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,36,"man","multiracial","PHD","$160,001-$180,000",9,6,0,1,1,0,0,NA
"OG240ii",46,1,7,6,1,1,1,1.625,1,3,3,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,24,62,1,12,37,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,62,"woman","White","4yearColl","$0-$20,000",1,4,1,0,0,1,0,"gender and sexuality matter as much as ethnicity"
"XE304na",35,2.5,3,5,5,3,2,4.375,3.2,5,1,5,5,5,4,4,2,5,5,3,3,3,2,5,1,2,2,70,55,25,65,25,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,53,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,"no additional comments"
"TV370zu",11,3,4,4,4,3,3,4.75,3.6,5,2,5,5,5,5,3,5,5,5,4,4,4,3,3,2,1,2,60,61,39,42,36,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,56,"man","Black or African American","2yearColl","$0-$20,000",1,3,0,1,0,1,0,NA
"DC657xz",6,3.5,7,1,1,6,1,6.375,2.2,3,1,7,6,6,6,6,6,7,7,1,1,6,2,1,1,1,1,73,70,63,51,40,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,58,"woman","White","GED","$60,001-$80,000",4,2,1,0,1,0,0,NA
"WN337rv",77,5,1,2,7,4,6,4.25,5.4,6,3,4,5,4,5,3,4,4,5,5,6,5,5,6,2,2,2,49,64,41,62,47,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,52,"man","White","2yearColl","$140,001-$160,000",8,3,1,1,1,0,0,NA
"RV647vb",88,2.5,7,2,1,1,4,2.5,6.2,9,5,2,3,3,2,2,3,3,2,6,6,6,6,7,3,3,3,10,68,55,95,55,4,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,44,"man","Hispanic, Latino, or Spanish origin","GED","$20,001-$40,000",2,2,0,1,0,1,0,NA
"KN548tc",91,1.5,7,2,1,2,1,1,6.4,8,4,1,1,1,1,1,1,1,1,6,7,6,6,7,2,3,3,30,70,60,80,10,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,36,"man","White","GED","$0-$20,000",1,2,1,1,0,0,1,NA
"ML149jh",85,1.5,3,5,5,1,2,4.25,6.2,8,5,3,4,6,3,4,6,5,3,7,7,5,6,6,3,2,3,35,77,41,68,48,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,39,"man","White","4yearColl","$0-$20,000",1,4,1,1,0,1,0,NA
"JJ028uq",6,1,3,4,5,1,1,4.75,1,3,2,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,60,63,30,50,31,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,55,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,1,0,NA
"IR979mo",19,2,3,5,5,3,1,5.375,2.4,5,2,6,3,7,5,5,5,6,6,3,2,3,2,2,2,1,2,59,81,48,45,53,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,58,"man","White","4yearColl","$0-$20,000",1,4,1,1,0,1,0,NA
"BO006io",0,1.5,6,1,2,2,1,5.875,2,3,3,6,6,6,6,6,5,6,6,2,2,2,2,2,1,1,1,80,100,70,85,59,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,25,"man","Asian","4yearColl","$140,001-$160,000",8,4,0,1,0,1,0,"N/A"
"VO600sg",0,1,7,4,1,1,1,4.5,3.8,3,3,5,3,7,3,3,3,7,5,3,3,5,3,5,1,1,1,59,100,19,82,30,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,44,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,0,1,0,NA
"NW921um",75,1,2,1,6,1,1,3.125,5.2,7,3,5,3,3,3,2,3,3,3,6,6,6,2,6,2,2,3,75,100,60,80,60,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,26,"woman","White","GED","$0-$20,000",1,2,1,0,0,1,0,NA
"WD860jb",61,1.5,6,5,2,2,1,4.75,3.6,5,1.5,5,4,5,4,5,5,4,6,4,1,5,3,5,1,2,2,86,86,33,71,56,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,59,"woman","White","4yearColl","$180,001-$200,000",10,4,1,0,0,1,0,"n/a"
"JC509ar",50,4,3,5,5,4,4,5.375,2.4,3,1,6,6,5,6,5,5,5,5,2,4,2,2,2,1,1,1,90,80,30,85,52,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,71,"man","White","PHD","$60,001-$80,000",4,6,1,1,0,0,1,NA
"ZR853ah",56,2,4,5,4,2,2,4,3,5,4,4,5,4,4,3,5,4,3,4,2,2,2,5,1,2,2,30,68,32,40,29,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,27,"man","White","GED","$60,001-$80,000",4,2,1,1,0,0,1,NA
"ER133uz",75,1,2,5,6,1,1,5.5,4.2,6,3,6,6,6,5,5,5,6,5,5,5,4,2,5,2,2,2,50,95,45,83,42,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,35,"woman","White","GED","$60,001-$80,000",4,2,1,0,0,1,0,NA
"SY946gs",41,3,3,5,5,3,3,3.875,6,7,5,5,2,5,2,2,5,5,5,7,6,6,5,6,2,2,3,17,75,31,70,58,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,38,"man","White","GED","$60,001-$80,000",4,2,1,1,1,0,0,NA
"CR498iq",44,3,3,4,5,3,3,5,4.4,6,2,5,5,5,5,5,5,5,5,5,4,5,3,5,2,2,2,69,82,40,56,41,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,49,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,1,0,"n/a"
"XJ137dg",75,1.5,6,4,2,2,1,3.625,5.2,9,3,3,4,4,4,4,5,2,3,6,6,5,3,6,3,3,3,70,95,65,80,55,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,59,"woman","Black or African American","PHD","$60,001-$80,000",4,6,0,0,0,1,0,NA
"PP208tz",100,1,6,3,2,1,1,2.5,5.8,9,5,3,2,3,2,2,2,3,3,6,6,6,5,6,3,3,3,5,60,35,55,30,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,33,"man","Asian","GED","$0-$20,000",1,2,0,1,0,1,0,NA
"TE836qa",0,3,3,4,5,4,2,4.75,2.4,5,3,4,5,5,4,6,5,4,5,3,2,2,3,2,2,1,2,57,68,49,60,51,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,51,"woman","Black or African American","4yearColl","$120,001-$140,000",7,4,0,0,0,1,0,NA
"YL898kb",80,2,3,4,5,3,1,3.25,5.4,7,2,3,3,3,3,4,4,3,3,6,6,6,3,6,2,2,3,40,80,20,25,10,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,28,"woman","White","GED","$60,001-$80,000",4,2,1,0,0,0,1,NA
"OW249ys",100,1,7,1,1,1,1,2.875,7,9,2,3,3,3,2,3,3,3,3,7,7,7,7,7,3,3,3,81,95,50,66,25,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,44,"woman","White","4yearColl","$0-$20,000",1,4,1,0,0,0,1,NA
"ZQ430mg",57,1,5,6,3,1,1,5.125,2.6,6,3,6,5,6,6,5,5,5,3,2,3,3,2,3,2,2,2,66,73,37,71,44,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,39,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,1,0,NA
"QO509yn",20,4.5,5,3,3,5,4,4.75,2,3,2,5,5,5,5,4,4,5,5,2,2,2,2,2,1,1,1,76,84,63,68,64,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,52,"man","White","4yearColl","$120,001-$140,000",7,4,1,1,0,0,1,NA
"ST275ni",0,7,1,5,7,7,7,5.625,1.8,3,5,6,6,6,6,2,6,7,6,2,2,2,1,2,1,1,1,0,80,78,80,79,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,65,"man","White","GED","$40,001-$60,000",3,2,1,1,1,0,0,NA
"HL157kp",91,1.5,6,3,2,2,1,2.625,7,9,2,3,1,3,2,3,3,3,3,7,7,7,7,7,3,3,3,70,90,6,7,9,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,25,"woman","White","2yearColl","$0-$20,000",1,3,1,0,0,1,0,NA
"DL306pn",10,5,4,4,4,5,5,5.25,2,3,1,5,6,5,6,5,5,5,5,2,2,2,2,2,1,1,1,83,75,71,81,73,6,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,60,"man","White","4yearColl","$180,001-$200,000",10,4,1,1,0,0,1,NA
"JR914wr",60,4,3,5,5,4,4,5.5,4.6,8,3.5,6,5,6,6,5,5,6,5,6,5,5,3,4,2,3,3,50,65,30,70,50,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,26,"woman","multiracial","2yearColl","$20,001-$40,000",2,3,0,0,1,0,0,NA
