"PID","lebe_cont","cand_rightwing","cand_change_R","cand_exp","cand_change","cand_econ","cand_cult","mob","soccon","lonely","selfplacement","mob_1R","mob_2","mob_3R","mob_4","mob_5","mob_6","mob_7R","mob_8R","soccon_1","soccon_2","soccon_3","soccon_4R","soccon_5","lonely_1","lonely_2","lonely_3","lebecool_self","lebecool_white","lebecool_black","lebecool_asian","lebecool_latino","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","att_1","att_2","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"EL317py",90,3.5,3,5,5,5,2,5.25,5.8,6,4,6,5,5,6,5,5,5,5,5,7,5,6,6,2,2,2,40,90,60,80,20,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,30,"woman","White","2yearColl","$60,001-$80,000",4,3,1,0,0,0,1,NA
"KN367ny",76,3,5,2,3,3,3,5.125,5,9,4,5,5,5,5,5,5,6,5,6,5,3,5,6,3,3,3,30,80,45,49,15,4,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,59,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,NA
"AE478un",25,2.5,2,5,6,3,2,4.75,2,4,3,5,5,4,5,5,4,5,5,2,2,2,2,2,1,2,1,70,80,65,75,65,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,27,"woman","White","MA","$80,001-$100,000",5,5,1,0,0,1,0,NA
"KH515sc",35,7,6,4,2,7,7,6,4.8,6,4,6,6,6,6,6,6,6,6,5,5,5,3,6,2,2,2,58,60,80,90,30,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,44,"woman","White","4yearColl","$120,001-$140,000",7,4,1,0,1,0,0,"Thank you!"
"BF272pj",90,1,3,4,5,1,1,3,7,9,4,3,3,3,3,3,3,3,3,7,7,7,7,7,3,3,3,18,90,30,79,10,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,39,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,NA
"AA876ir",34,5,5,4,3,4,6,4.5,3.8,4,3,4,4,6,6,5,4,4,3,4,5,3,3,4,2,1,1,67,97,44,82,47,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,31,"woman","multiracial","4yearColl","$100,001-$120,000",6,4,0,0,1,0,0,NA
"UF281ri",60,3.5,4,3,4,3,4,4.75,2.2,6,3,5,5,5,5,4,4,5,5,3,2,2,2,2,2,2,2,69,78,35,70,46,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,36,"man","Asian",NA,NA,NA,NA,0,1,0,0,1,NA
"GT580ln",50,1.5,2,4,6,2,1,5.125,3.4,5,2,5,5,5,5,5,5,6,5,5,5,2,3,2,2,1,2,45,55,35,40,25,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,33,"man","White","GED","$40,001-$60,000",3,2,1,1,0,1,0,NA
"QL908ck",55,1,7,4,1,1,1,3.875,3.4,7,2,6,4,3,4,4,3,4,3,4,3,3,4,3,3,2,2,78,82,58,70,40,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,38,"woman","White","PHD","$120,001-$140,000",7,6,1,0,0,1,0,NA
"JK443uy",0,1,6,1,2,1,1,4.375,2.6,4,3.5,5,4,5,4,4,3,5,5,4,1,1,4,3,1,1,2,52,63,48,54,52,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,42,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,NA
"NI831hm",22,4,3,6,5,2,6,5.625,2,4,2,5,6,6,6,5,5,6,6,2,1,2,3,2,1,1,2,33,53,8,28,30,5,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,48,"man","Hispanic, Latino, or Spanish origin","GED","$20,001-$40,000",2,2,0,1,0,0,1,"thank you"
"HU232ot",81,1,7,2,1,1,1,2.125,6,8,5,2,2,3,2,2,2,2,2,6,7,5,6,6,2,3,3,7,81,10,75,25,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,47,NA,"White","GED","$0-$20,000",1,2,1,NA,0,1,0,NA
"SH500wf",60,1.5,3,7,5,1,2,4.75,4,7,3,4,4,5,5,5,5,5,5,5,3,5,2,5,3,2,2,47,85,25,95,32,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,33,"man","Black or African American","GED","$40,001-$60,000",3,2,0,1,0,1,0,NA
"TW686be",7,3,5,5,3,3,3,4,3.2,5,3,3,3,4,4,3,5,5,5,2,2,4,3,5,2,1,2,0,0,0,0,0,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,57,"man","White","2yearColl","$80,001-$100,000",5,3,1,1,0,0,1,NA
"II863yl",65,6,3,1,5,6,6,5,2.4,5,3,6,5,6,5,5,5,5,3,2,2,4,2,2,2,2,1,50,53,46,76,22,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,47,"woman","White","2yearColl","$60,001-$80,000",4,3,1,0,1,0,0,NA
"RT504xx",40,2.5,4,4,4,3,2,3.875,3,5,3,5,2,6,5,1,2,5,5,5,2,3,2,3,1,2,2,51,80,44,66,24,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,58,"woman","White","4yearColl","$20,001-$40,000",2,4,1,0,0,1,0,NA
"TO376qt",79,2,5,7,3,2,2,5,5.8,8,4,5,5,5,5,5,5,5,5,6,6,6,5,6,3,2,3,14,0,48,42,37,4,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,51,"woman","White","GED","$0-$20,000",1,2,1,0,0,1,0,NA
"YD435yn",22,3,3,4,5,3,3,5.625,1.8,3,2,6,5,6,6,5,5,6,6,2,2,2,2,1,1,1,1,49,46,44,55,43,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,35,"man","White","GED","$40,001-$60,000",3,2,1,1,0,1,0,NA
"UH601hj",30,3.5,3,3,5,2,5,4.875,2.4,4,2,5,5,4,5,5,5,5,5,3,2,2,3,2,1,2,1,75,80,60,70,40,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,30,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,1,0,0,NA
"MQ111jh",3,6,3,4,5,5,7,7,4.4,5,3,7,7,7,7,7,7,7,7,5,4,6,2,5,2,1,2,79,90,76,87,78,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,42,"man","Asian","GED","$40,001-$60,000",3,2,0,1,1,0,0,"Thank you so much for having me for this study"
"GY198vi",40,7,1,7,7,7,7,5.625,1.2,3,1.5,6,6,6,6,5,5,6,5,1,1,1,2,1,1,1,1,100,100,80,90,85,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,41,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,1,0,0,NA
"JF277yr",63,5.5,1,3,7,4,7,4.375,5.2,4,4,3,6,5,6,5,4,3,3,6,6,6,2,6,1,1,2,40,80,52,67,32,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,27,"woman","White","2yearColl","$80,001-$100,000",5,3,1,0,1,0,0,"N/A"
"CR669nm",20,5.5,5,4,3,6,5,5.375,3.6,6,3,5,7,5,7,6,6,5,2,3,3,6,2,4,2,2,2,48,93,21,51,42,4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,24,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,1,0,0,"no"
"WN486xy",1,7,1,7,7,7,7,4.25,1.6,5,3,7,3,1,6,4,6,6,1,2,2,1,2,1,2,1,2,0,0,0,0,0,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,69,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,1,0,0,"nice"
"WM601mr",52,6,2,3,6,5,7,4.5,4.8,6,4.5,4,4,6,4,3,5,6,4,4,5,5,4,6,2,2,2,42,82,42,82,55,6,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,68,"man","White","MA","$40,001-$60,000",3,5,1,1,0,0,1,NA
"WA248ss",8,1,1,5,7,1,1,5.125,2,4,2,5,6,5,5,5,5,5,5,2,2,2,2,2,1,2,1,74,82,72,69,70,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,44,"man","Black or African American","MA","$160,001-$180,000",9,5,0,1,0,1,0,"thank you for the study!"
"GM112zb",11,7,2,4,6,7,7,5.375,1.8,3,3,6,5,6,5,4,6,6,5,1,2,2,2,2,1,1,1,0,0,0,0,0,6,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,34,"man","White","GED","$100,001-$120,000",6,2,1,1,0,0,1,NA
"UV494un",37,5.5,3,4,5,5,6,4.625,3.2,5,4.5,4,5,4,5,6,4,4,5,4,3,2,3,4,1,2,2,0,0,73,56,67,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,34,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,NA
"SD772uh",30,2,5,5,3,2,2,5.125,2,6,3,5,5,5,5,5,5,6,5,2,2,2,2,2,2,2,2,70,90,0,80,41,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,61,"woman","White","MA",NA,NA,5,1,0,0,1,0,NA
"IX230nz",81,1,5,5,3,1,1,2.125,5.6,9,2,2,2,2,2,3,2,2,2,6,6,5,5,6,3,3,3,8,89,3,3,2,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,28,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,NA
"HP981lp",26,3,5,1,3,1,5,5.875,1.8,4,2,6,7,5,6,6,6,6,5,2,2,2,1,2,1,2,1,85,97,70,75,79,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,34,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,1,0,0,"Thank you for consideration"
"ZB982st",40,2,5,6,3,3,1,6,2,3,1,6,6,6,6,6,6,6,6,2,2,2,2,2,1,1,1,65,0,0,32,26,4,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,63,"woman","White","MA","$120,001-$140,000",7,5,1,0,0,1,0,"Engaging experience. Thank you so much."
"QP873nx",45,4.5,6,3,2,5,4,5.5,3.4,3,2,6,5,6,5,6,6,5,5,4,4,3,3,3,1,1,1,60,50,25,75,40,4,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,61,"woman","White","GED","Over $200,000",11,2,1,0,0,0,1,NA
"ZH449kn",58,3.5,3,2,5,3,4,5.75,3.2,6,3,6,6,6,6,4,6,6,6,4,4,3,2,3,2,2,2,62,75,28,69,38,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,32,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,0,1,NA
"GT109lq",50,1,6,2,2,1,1,3.625,6,9,3.5,5,1,5,4,3,2,4,5,7,7,6,4,6,3,3,3,15,100,15,20,10,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,41,"man","Black or African American","GED","$20,001-$40,000",2,2,0,1,0,1,0,NA
"ID898mi",7,3,3,6,5,4,2,6,2.8,6,2,6,6,6,6,6,6,6,6,2,2,2,6,2,2,2,2,57,88,22,43,38,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,68,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,0,1,NA
"PL263gg",40,1,7,4,1,1,1,5,2.2,3,2,5,5,5,5,5,5,5,5,2,2,2,3,2,1,1,1,71,79,49,62,32,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,60,"man","White","4yearColl","$120,001-$140,000",7,4,1,1,0,0,1,NA
"IF361nt",30,6.5,1,6,7,6,7,5,2,3,2,2,6,2,6,6,6,6,6,2,2,2,2,2,1,1,1,50,80,21,44,33,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,36,"woman","White","MA","$100,001-$120,000",6,5,1,0,1,0,0,NA
"MU847wl",75,1,6,4,2,1,1,5.75,4.4,4,4,6,6,5,6,6,5,6,6,3,5,4,5,5,1,2,1,32,59,29,47,34,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,37,"man","White","2yearColl","$20,001-$40,000",2,3,1,1,0,1,0,NA
"WB879ve",6,7,2,3,6,7,7,5.625,2,3,3,5,5,6,6,6,5,6,6,2,1,2,2,3,1,1,1,48,53,43,62,41,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,74,"man","White","MA","$60,001-$80,000",4,5,1,1,1,0,0,"I was at one time a liberal, but not any more."
"DH013dp",66,4.5,4,5,4,5,4,3.75,2.8,7,2,3,5,4,6,3,4,2,3,2,4,3,2,3,3,2,2,72,85,57,61,48,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,29,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,1,0,0,"None"
"IP811jt",75,2,5,3,3,3,1,5.125,4.2,7,2,5,5,5,5,5,5,5,6,5,5,3,3,5,2,2,3,74,100,55,65,70,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,41,"man","multiracial","GED","$80,001-$100,000",5,2,0,1,0,0,1,NA
"ZH345ms",25,1.5,2,6,6,2,1,2.5,2.2,3,2,3,2,3,2,2,2,3,3,2,2,2,3,2,1,1,1,70,80,25,40,30,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,58,"man","White","2yearColl","$80,001-$100,000",5,3,1,1,0,1,0,NA
"MX911nk",100,1,7,3,1,1,1,3,6.2,8,4,3,3,3,3,3,3,3,3,7,6,7,6,5,2,3,3,23,89,15,50,33,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,30,"woman","multiracial","4yearColl","$20,001-$40,000",2,4,0,0,0,1,0,NA
"HL864xd",20,3,7,4,1,3,3,4.625,5,5,1,5,4,4,4,5,5,5,5,5,5,5,5,5,1,2,2,60,50,20,0,18,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,28,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,0,0,1,NA
"VL059dh",39,5,3,5,5,5,5,4,2.8,4,3,3,5,2,6,5,5,2,4,2,2,2,2,6,1,1,2,75,95,83,69,71,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,30,"man","multiracial","4yearColl","$80,001-$100,000",5,4,0,1,1,0,0,"No comments"
"TX245vm",80,5.5,4,4,4,5,6,5,6,9,4.5,5,5,5,5,5,5,5,5,7,6,5,7,5,3,3,3,40,40,80,45,70,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,28,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,1,0,0,"Hope you have a wonderful day! :)"
"SL537vc",10,7,5,1,3,7,7,5.375,1.2,4,2,6,6,6,2,6,5,6,6,1,1,1,2,1,2,1,1,59,51,49,85,40,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,45,"man","Asian","4yearColl","$160,001-$180,000",9,4,0,1,1,0,0,NA
"SI999di",55,3.5,5,3,3,3,4,6.25,2,6,3,7,6,6,6,6,6,7,6,2,2,2,2,2,2,2,2,50,75,30,75,45,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,29,"man","Asian","4yearColl","$40,001-$60,000",3,4,0,1,0,0,1,NA
"SR521xm",16,4.5,1,4,7,4,5,5.5,4.2,6,3,6,6,6,6,7,6,5,2,5,4,4,4,4,2,2,2,94,98,65,96,76,5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,47,"woman","Black or African American","2yearColl","$80,001-$100,000",5,3,0,0,0,0,1,NA
"KD124rz",15,4,1,7,7,1,7,5,2,3,1.5,6,6,6,6,6,6,2,2,2,2,2,2,2,1,1,1,100,100,62,48,61,2,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,71,"woman","White","PHD","$120,001-$140,000",7,6,1,0,1,0,0,NA
"CH765dl",100,1,7,7,1,1,1,3.5,6.2,9,3,2,2,7,5,2,2,6,2,7,7,7,6,4,3,3,3,29,38,23,34,22,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,23,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,NA
"EG735ja",40,1,1,7,7,1,1,3,1.8,3,2,3,3,3,3,3,3,3,3,2,1,2,2,2,1,1,1,60,90,50,30,15,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,53,"woman","Black or African American","4yearColl","$140,001-$160,000",8,4,0,0,0,1,0,NA
"KF793yu",27,3.5,5,3,3,4,3,5.25,4.4,6,1,6,6,6,6,5,5,3,5,5,4,5,3,5,2,2,2,55,52,52,52,52,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,33,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,"no"
"XE676js",32,3,2,5,6,3,3,5.5,4.2,6,3,5,6,5,6,6,6,5,5,2,5,5,3,6,2,2,2,30,72,16,46,27,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,47,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,1,0,NA
"XQ301od",32,1,6,2,2,1,1,4.375,2,3,2.5,4,4,5,4,4,4,5,5,2,2,2,2,2,1,1,1,75,75,68,89,21,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,47,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,0,1,NA
"RN170et",65,3.5,4,3,4,3,4,3.875,4.2,6,3,4,3,5,3,4,3,5,4,5,4,4,3,5,2,2,2,65,75,60,75,60,3,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,45,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,NA
"SP484yf",11,4,2,6,6,2,6,6,2,3,1,6,6,6,6,6,6,6,6,2,2,2,2,2,1,1,1,85,84,50,41,43,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,70,"woman","White","MA","$60,001-$80,000",4,5,1,0,1,0,0,"none"
"BL052jo",61,4,5,1,3,3,5,2.625,5.2,4,4,3,2,3,2,2,3,3,3,6,6,5,4,5,1,2,1,47,68,33,67,49,5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,30,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,0,1,NA
"MT795fo",38,3,4,5,4,4,2,3.125,2.6,6,1,3,3,3,3,4,3,3,3,2,2,3,3,3,2,2,2,7,0,0,0,0,4,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,46,"woman","White","2yearColl","$60,001-$80,000",4,3,1,0,0,1,0,"none"
"GE534cy",20,4.5,3,4,5,4,5,4,5.6,4,3.5,4,3,4,4,4,4,5,4,6,4,6,6,6,1,1,2,50,50,50,60,50,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,52,"woman","White","4yearColl","Over $200,000",11,4,1,0,1,0,0,NA
"KE691dd",82,5,5,5,3,4,6,5.875,5.6,9,4,6,5,6,6,6,6,7,5,7,7,3,7,4,3,3,3,40,72,13,88,60,5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,32,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,"none"
"WX680nt",5,1,4,5,4,1,1,3.125,3.2,4,3,3,4,3,3,3,3,4,2,4,4,2,2,4,1,2,1,28,85,25,57,8,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,51,"woman","American Indian or Alaska Native","GED","$20,001-$40,000",2,2,0,0,0,1,0,NA
"VI043tt",57,2,3,5,5,2,2,5.25,4.6,6,3,6,5,6,5,5,5,6,4,3,6,5,3,6,1,3,2,64,83,48,83,51,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,48,"woman","White","PHD","$100,001-$120,000",6,6,1,0,0,1,0,NA
"SC790od",25,4.5,2,6,6,2,7,6.125,2.2,3,3,6,7,6,6,6,6,6,6,2,2,2,2,3,1,1,1,66,78,53,69,50,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,53,"man","Black or African American","MA","$60,001-$80,000",4,5,0,1,1,0,0,NA
"KD515qi",51,5.5,4,2,4,6,5,5.5,3,5,4,7,5,6,5,5,5,4,7,5,2,3,3,2,2,1,2,52,54,52,52,55,6,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,49,"woman","White","4yearColl","$20,001-$40,000",2,4,1,0,0,0,1,"Jesus died for our sins because He loves us."
"DP759xd",5,1,1,4,7,1,1,5,2,3,2,5,5,6,5,4,5,5,5,4,1,1,2,2,1,1,1,71,90,45,50,40,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,48,"woman","White","4yearColl","$120,001-$140,000",7,4,1,0,0,0,1,NA
"HV531tr",26,6.5,5,2,3,6,7,5.5,2.2,3,3,5,6,5,6,5,6,5,6,3,2,2,2,2,1,1,1,60,81,48,72,57,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,44,"man","White","4yearColl","$160,001-$180,000",9,4,1,1,1,0,0,NA
"LU569hs",17,6,3,6,5,6,6,5.625,2.2,3,1,5,7,5,6,6,6,6,4,2,1,3,2,3,1,1,1,100,89,80,71,59,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,34,"woman","White","PHD","$80,001-$100,000",5,6,1,0,1,0,0,"N/A"
"IW961et",69,1.5,2,5,6,1,2,5.375,3.8,3,3,5,5,6,5,5,6,6,5,5,4,4,2,4,1,1,1,65,86,58,73,64,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,28,"man","White","2yearColl","$40,001-$60,000",3,3,1,1,0,0,1,NA
"XC118re",60,1,7,4,1,1,1,4.875,5.2,5,2,6,4,7,4,4,1,6,7,5,7,5,3,6,1,2,2,70,95,32,64,7,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,51,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,1,0,NA
"PX675gt",15,6,2,3,6,7,5,6.375,1.2,3,4,7,6,7,6,6,5,7,7,1,1,1,2,1,1,1,1,54,89,71,62,43,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,63,"woman","White","MA","$20,001-$40,000",2,5,1,0,1,0,0,"n/a"
"IG896hy",59,5,3,1,5,5,5,5,4.6,6,3,3,5,6,5,5,5,5,6,5,4,5,4,5,2,2,2,73,78,29,86,13,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,57,"woman","White","PHD","$100,001-$120,000",6,6,1,0,1,0,0,NA
"KA250qx",30,1.5,5,4,3,2,1,5.375,2.8,3,2,6,5,6,6,5,5,5,5,3,2,3,3,3,1,1,1,66,71,41,62,43,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,39,"woman","White","GED","$80,001-$100,000",5,2,1,0,0,1,0,NA
"SY411nq",24,1,7,4,1,1,1,5,3.8,4,2,4,6,5,5,5,5,5,5,4,4,4,3,4,1,1,2,65,80,59,62,63,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,47,"man","White","GED","$0-$20,000",1,2,1,1,0,1,0,NA
"HR953hi",24,3,5,3,3,4,2,5.75,2.6,6,1,6,6,6,6,6,5,6,5,2,3,2,3,3,2,2,2,76,70,55,72,64,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,36,"man","Black or African American","4yearColl","$80,001-$100,000",5,4,0,1,1,0,0,NA
"QF398tx",65,1.5,4,5,4,1,2,2.5,3.8,4,2,3,2,3,2,2,3,3,2,3,4,5,2,5,1,2,1,70,85,15,40,12,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,56,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,1,0,NA
"KP715ij",27,5,2,4,6,5,5,4.25,4.2,5,3,4,5,4,5,5,4,3,4,4,5,3,4,5,1,2,2,0,0,0,0,0,2,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,38,"woman","White","MA","$20,001-$40,000",2,5,1,0,1,0,0,NA
"OC135rn",81,5.5,5,4,3,4,7,4.375,5.2,6,2,5,5,3,5,4,4,4,5,5,6,6,4,5,2,2,2,73,91,13,48,41,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,29,"woman","White","GED","$40,001-$60,000",3,2,1,0,1,0,0,"awesome job!"
"DC417me",7,1.5,3,4,5,2,1,4.5,1.6,4,2,5,4,6,5,3,4,5,4,1,1,2,1,3,2,1,1,82,86,72,70,64,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,72,"woman","White","MA","$80,001-$100,000",5,5,1,0,0,1,0,"None at this time"
"YQ897vi",62,4.5,5,5,3,4,5,5.125,5,4,4,6,5,5,5,6,5,5,4,6,4,5,5,5,1,1,2,46,50,53,63,42,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,51,"woman","White","GED","$40,001-$60,000",3,2,1,0,0,0,1,"I have done 4 years college but no degree yet"
"XN412wk",100,1,7,6,1,1,1,1.75,5,6,2,2,1,2,1,1,3,2,2,3,6,5,4,7,2,2,2,30,85,15,20,18,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,44,"man","White","GED","$0-$20,000",1,2,1,1,0,0,1,NA
"IO848rz",70,1,5,5,3,1,1,3,4.8,6,3.5,3,3,3,3,3,3,3,3,5,5,5,4,5,2,2,2,45,75,29,65,45,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,42,"man","White","GED","$20,001-$40,000",2,2,1,1,0,0,1,NA
"BM434wg",40,1,4,5,4,1,1,5.25,1.2,3,2,6,5,5,6,5,5,5,5,1,1,1,2,1,1,1,1,60,80,50,54,35,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,24,"woman","Black or African American","2yearColl","$100,001-$120,000",6,3,0,0,0,1,0,NA
"PU323fe",0,3,3,1,5,3,3,6.25,1,3,1.5,7,5,7,6,5,6,7,7,1,1,1,1,1,1,1,1,80,80,50,75,50,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,82,"man","White","MA","$40,001-$60,000",3,5,1,1,0,1,0,"no comments"
"KI619ux",80,2,3,3,5,2,2,5,3.8,3,3,5,3,7,6,3,6,5,5,3,5,5,2,4,1,1,1,35,90,25,75,30,2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,36,"man","White","GED","$0-$20,000",1,2,1,1,0,0,1,NA
"IB763ti",80,1.5,2,4,6,2,1,4,5.8,9,5,4,4,4,4,4,4,4,4,6,6,6,5,6,3,3,3,20,90,50,28,53,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,47,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,1,0,"none"
"LW778ko",82,5.5,6,3,2,4,7,5.5,4,9,2,6,5,6,5,5,5,6,6,5,5,5,2,3,3,3,3,50,50,38,50,45,6,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,34,"woman","multiracial","GED","$0-$20,000",1,2,0,0,0,0,1,NA
"WV056ml",30,4,2,4,6,7,1,5.375,3.6,5,4.5,4,6,4,6,5,7,6,5,5,4,3,3,3,1,2,2,65,100,80,87,65,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,37,"man","Black or African American","2yearColl","$60,001-$80,000",4,3,0,1,0,0,1,NA
"LF317fp",69,2.5,6,3,2,3,2,6.375,6.6,3,5,6,7,6,7,7,7,5,6,7,6,7,6,7,1,1,1,19,48,22,24,20,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,44,"woman","White","GED","$0-$20,000",1,2,1,0,0,0,1,NA
