"PID","STATE","COUNTY","CAND_1","CAND_2","RACETYPE","PLACENAME","lebe_cont","vote_sweep","vote_sweep_all","vote_other","vote_inc_all","cand1_change","cand2_change","cand1_rightwing","cand2_rightwing","cand1_cult","cand2_cult","cand1_econ","cand2_econ","vote_turnout","vote_who","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"ZW523yb","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",31,1,1,0,0,5,6,3,5.5,2,7,4,4,"Yes","Zohran Mamdani",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,28,"woman","White","PHD","$80,001-$100,000",5,6,1,0,0,1,0,NA
"FB031kc","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",65,0,0,0,1,1,4,5,3,7,1,3,5,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,33,"woman","White","4yearColl","$0-$20,000",1,4,1,0,0,1,0,NA
"SR263nz","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",50,1,1,0,0,3,3,4.5,5.5,2,4,7,7,"No","Zohran Mamdani",1,"No preference",NA,NA,"Neither","Independent | Neither",1,43,"man","Asian","GED","$0-$20,000",1,2,0,1,0,0,0,NA
"UQ412kp","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",45,0,0,0,1,5,4,4.5,3.5,5,3,4,4,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,46,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,NA
"OH562qs","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",79,0,0,0,1,6,3,4.5,4,6,3,3,5,"Yes","Mikie Sherill",2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,47,"woman","White","MA","$0-$20,000",1,5,1,0,0,0,1,NA
"AQ149bq","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,1,1,0,0,2,5,5,3,5,3,5,3,"Not sure","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,52,"man","White","GED","$40,001-$60,000",3,2,1,1,1,0,0,"Thank you for taking the time to read my responses."
"PH193dy","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",80,1,1,0,0,6,1,1.5,6,1,6,2,6,"Yes","Zohran Mamdani",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,28,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"LX780sq","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",70,0,0,0,1,6,6,7,1.5,7,1,7,2,"Not sure","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,41,"man","White","GED","$0-$20,000",1,2,1,1,0,1,0,NA
"YH017ml","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",35,1,1,0,0,5,2,2.5,6.5,2,6,3,7,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,46,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$60,001-$80,000",4,4,0,0,0,1,0,NA
"VA767fg","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",60,1,1,0,0,7,3,1.5,5,1,5,2,5,"Yes","Zohran Mamdani",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,32,"man","White","MA","$120,001-$140,000",7,5,1,1,1,0,0,"no"
"YV095hr","New Jersey","Mercer","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",34,NA,0,1,0,6,3,5,3,6,2,4,4,"Yes",NA,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,47,"woman","Hispanic, Latino, or Spanish origin","MA","$60,001-$80,000",4,5,0,0,0,1,0,NA
"JE281su","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",27,0,0,0,1,3,6,3,1.5,3,2,3,1,"Yes","Bruce Harrell",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,77,"man","White","MA","Over $200,000",11,5,1,1,0,1,0,"just thanks for the opportunity to participate in this study"
"ZN789rm","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",80,1,1,0,0,5,2,3.5,3.5,2,4,5,3,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,50,"woman","Black or African American","GED","$40,001-$60,000",3,2,0,0,0,1,0,NA
"AM372jp","New Jersey","Sussex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",19,1,1,0,0,4,4,5,2.5,5,2,5,3,"No","Jack Ciattarelli",5,"Republican",NA,"Strong",NA,"Republican | Strong",1,34,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,1,0,0,NA
"IZ918mv","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",24,1,1,0,0,5,2,6,2,7,1,5,3,"Yes","Jack Ciattarelli",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,63,"woman","White","2yearColl","$80,001-$100,000",5,3,1,0,1,0,0,NA
"TX438hf","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",31,1,1,0,0,5,1,7,1,7,1,7,1,"Yes","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,57,"woman","White","PHD","Over $200,000",11,6,1,0,1,0,0,NA
"SK994mp","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",25,0,0,0,1,4,4,4,4,4,4,4,4,"Yes","Mikie Sherill",4,"Independent",NA,NA,"Neither","Independent | Neither",1,59,"man","White","2yearColl","$160,001-$180,000",9,3,1,1,0,0,1,NA
"SV588ym","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",45,0,0,0,1,2,4,6.5,3.5,7,3,6,4,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,33,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,NA
"EP056sx","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",0,1,1,0,0,3,4,5,2,3,3,7,1,"Yes","Katie Wilson",3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,29,"man","Asian","4yearColl","$100,001-$120,000",6,4,0,1,0,1,0,NA
"LS982dg","New Jersey","Warren","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",80,0,0,0,1,1,3,4,3,7,2,1,4,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,62,"woman","White","2yearColl","$60,001-$80,000",4,3,1,0,0,1,0,NA
"YH887vk","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",0,0,0,0,1,5,4,5.5,3.5,6,3,5,4,"Yes","Mikie Sherill",7,"Republican",NA,"Strong",NA,"Republican | Strong",1,28,"woman","White","4yearColl","$0-$20,000",1,4,1,0,1,0,0,NA
"MB657ck","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",29,1,1,0,0,4,4,3,4,1,5,5,3,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,27,"woman","White","PHD","Over $200,000",11,6,1,0,0,1,0,NA
"XJ812du","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",59,NA,0,1,0,4,4,4,4,4,4,4,4,"Not sure",NA,4,"No preference",NA,NA,"Neither","Independent | Neither",1,33,"woman","Black or African American","GED","$0-$20,000",1,2,0,0,0,0,0,NA
"NC843mh","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",60,1,1,0,0,5,1,5.5,1.5,5,1,6,2,"Yes","Jack Ciattarelli",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,38,"man","White","MA","$180,001-$200,000",10,5,1,1,1,0,0,NA
"SQ584ri","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",43,0,0,0,1,5,2,5.5,2.5,6,2,5,3,"Yes","Mikie Sherill",4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,45,"man","White","4yearColl","$160,001-$180,000",9,4,1,1,1,0,0,NA
"WT376uz","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",75,0,0,0,1,4,4,7,3,7,2,7,4,"Yes","Mikie Sherill",4,"Independent",NA,NA,"Neither","Independent | Neither",1,22,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,0,0,1,NA
"GG695ir","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,NA,0,1,0,4,4,3.5,3.5,3,4,4,3,"Yes",NA,1,"Other party",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,22,"man","White","2yearColl","$20,001-$40,000",2,3,1,1,0,0,0,NA
"BB521xp","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",50,0,0,0,1,7,1,7,1.5,7,2,7,1,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,44,"woman","White","4yearColl","$140,001-$160,000",8,4,1,0,0,1,0,NA
"HC900td","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",6,0,0,0,1,6,4,4.5,4,6,3,3,5,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,70,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,1,0,NA
"UR779ik","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",45,1,1,0,0,4,4,5,2.5,6,1,4,4,"Yes","Omar Fateh",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,28,"woman","Asian","4yearColl","$100,001-$120,000",6,4,0,0,0,1,0,NA
"BI205dp","New Jersey","Monmouth","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",70,0,0,0,1,5,3,6,3,7,3,5,3,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,30,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,0,1,0,NA
"JQ937wg","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",51,0,0,0,1,6,3,6.5,2,7,1,6,3,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,55,"woman","multiracial","PHD","$180,001-$200,000",10,6,0,0,0,1,0,"Generally governmental change is slow, but given how the current administration is ignoring legal, constitutional and governmental norms to effect sweeping changes, I'm very concerned about the state of the country, and this race."
"CL651wf","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",20,1,1,0,0,4,1,1.5,7,1,7,2,7,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,46,"man","White","PHD","$80,001-$100,000",5,6,1,1,0,1,0,"n/a"
"BL193ih","New Jersey","Cumberland","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",55,1,1,0,0,3,3,3,5.5,4,5,2,6,"Not sure","Jack Ciattarelli",4,"Republican",NA,"Strong",NA,"Republican | Strong",1,33,"man","White","2yearColl","$140,001-$160,000",8,3,1,1,1,0,0,NA
"TV393rj","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",80,0,0,0,1,5,3,6,2,7,1,5,3,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,21,"man","White","GED","$60,001-$80,000",4,2,1,1,0,1,0,NA
"JS686ei","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",35,0,0,0,1,6,3,6,2,6,1,6,3,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,23,"woman","multiracial","2yearColl","Over $200,000",11,3,0,0,0,1,0,NA
"NN606kg","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",58,NA,0,1,0,3,4,4,2,3,2,5,2,"Not sure",NA,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,37,"man","White","GED","$40,001-$60,000",3,2,1,1,0,0,1,NA
"VL890tu","Washington",NA,"Bruce Harrell","Katie Wilson","Mayoral","Seattle",23,1,1,0,0,5,4,5,6,5,6,5,6,"Yes","Katie Wilson",7,"Democrat","Strong",NA,NA,"Democrat | Strong",1,26,"woman","White","4yearColl","$20,001-$40,000",2,4,1,0,0,1,0,NA
"JM914zi","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",37,1,1,0,0,7,1,2,6,2,5,2,7,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,28,"man","Asian","4yearColl","$140,001-$160,000",8,4,0,1,0,1,0,NA
"YD962ng","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",63,0,0,0,1,5,3,6.5,1.5,7,2,6,1,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,32,"woman","White","4yearColl","$160,001-$180,000",9,4,1,0,0,1,0,NA
"DS533xn","Washington","Adams","Bruce Harrell","Katie Wilson","Mayoral","Seattle",81,1,1,0,0,4,5,4.5,4.5,5,3,4,6,"Yes","Katie Wilson",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,27,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,1,0,"N/A"
"YO243ee","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",60,1,1,0,0,2,5,5.5,3,5,2,6,4,"Yes","Katie Wilson",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,47,"man","White","2yearColl","$180,001-$200,000",10,3,1,1,0,1,0,NA
"ET153ri","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",18,0,0,0,1,6,2,5.5,2.5,6,3,5,2,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,69,"man","White","GED","$140,001-$160,000",8,2,1,1,0,1,0,NA
"EG569as","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",100,1,1,0,0,7,1,1,7,1,7,1,7,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,34,"woman","Black or African American","4yearColl","$0-$20,000",1,4,0,0,0,1,0,NA
"ZI398ck","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",80,0,0,0,1,7,7,4,4,2,2,6,6,"Yes","Jacob Frey",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,29,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,1,0,NA
"PD252hx","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",80,NA,0,1,0,4,4,4,4,4,4,4,4,"No",NA,4,"Independent",NA,NA,"Neither","Independent | Neither",1,31,"man","Black or African American","GED","$40,001-$60,000",3,2,0,1,0,0,1,"N/a"
"WC475vo","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,0,0,0,1,7,2,7,2.5,7,4,7,1,"Yes","Mikie Sherill",1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,25,"woman","White","2yearColl","$20,001-$40,000",2,3,1,0,0,1,0,NA
"KC022fw","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,0,0,0,1,6,4,7,4.5,7,4,7,5,"Yes","Mikie Sherill",1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,29,"man","White","4yearColl","$0-$20,000",1,4,1,1,0,0,1,NA
"GE932hq","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",60,0,0,0,1,5,3,2.5,2.5,2,1,3,4,"Yes","Bruce Harrell",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,36,"woman","White","MA","$80,001-$100,000",5,5,1,0,0,1,0,NA
"GO340kz","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",75,0,0,0,1,5,2,5.5,4.5,7,4,4,5,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,42,"woman","multiracial","4yearColl","$160,001-$180,000",9,4,0,0,0,1,0,NA
"AQ164qq","New Jersey","Mercer","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",0,0,0,0,1,6,4,7,1.5,7,2,7,1,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,50,"woman","White","2yearColl","Over $200,000",11,3,1,0,0,1,0,NA
"FP645lb","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",30,NA,0,1,0,7,2,1,5,1,4,1,6,"Not sure","Curtis Sliwa",4,"No preference",NA,NA,"Neither","Independent | Neither",1,31,"man","Black or African American","2yearColl","$80,001-$100,000",5,3,0,1,0,0,0,NA
"FV247pe","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",30,0,0,0,1,6,3,5.5,3,7,2,4,4,"Not sure","Mikie Sherill",4,"Independent",NA,NA,"Neither","Independent | Neither",1,24,"man","White","4yearColl","Over $200,000",11,4,1,1,0,0,1,NA
"NT198ff","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",58,0,0,0,1,3,2,6,3,6,3,6,3,"Yes","Mikie Sherill",4,"Independent",NA,NA,"Neither","Independent | Neither",1,28,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,0,1,NA
"HX425gk","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",57,1,1,0,0,4,5,3.5,4,3,5,4,3,"Yes","Zohran Mamdani",5,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,32,"man","Asian","MA","$120,001-$140,000",7,5,0,1,0,1,0,NA
"BB436dk","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",97,0,0,0,1,1,6,6,1,7,1,5,1,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,39,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,1,0,NA
"BY826bo","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",25,1,1,0,0,3,2,3.5,4.5,5,3,2,6,"Yes","Jack Ciattarelli",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,44,"woman","White","PHD","$180,001-$200,000",10,6,1,0,0,1,0,NA
"HF142nc","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",24,NA,0,1,0,5,4,4,3.5,4,3,4,4,"Not sure",NA,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,30,"woman","multiracial","4yearColl","$160,001-$180,000",9,4,0,0,1,0,0,"no further comments"
"XJ247mn","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",22,NA,0,1,0,6,3,7,3,7,2,7,4,"Yes",NA,3,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,19,NA,"White",NA,"$100,001-$120,000",6,NA,1,NA,0,0,0,NA
"TE580yk","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",87,0,0,0,1,7,2,7,4.5,7,3,7,6,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,61,"woman","White","4yearColl","$20,001-$40,000",2,4,1,0,0,1,0,NA
"OT759ta","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",7,NA,0,1,0,4,4,4.5,4,2,2,7,6,"Yes",NA,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,29,"woman","White","4yearColl",NA,NA,4,1,0,1,0,0,NA
"DJ241jk","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",79,1,1,0,0,7,7,4,4,1,7,7,1,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,32,"man","Asian","MA","Over $200,000",11,5,0,1,0,1,0,NA
"TZ031qj","Washington","Pierce","Bruce Harrell","Katie Wilson","Mayoral","Seattle",11,NA,0,1,0,5,4,4,3.5,4,4,4,3,"Not sure",NA,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,36,"man","Black or African American","4yearColl","$60,001-$80,000",4,4,0,1,0,0,1,NA
"CL984te","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",28,1,1,0,0,4,5,4.5,2.5,4,2,5,3,"Yes","Katie Wilson",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,47,"woman","White","2yearColl","Over $200,000",11,3,1,0,0,1,0,NA
"GK404dk","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",90,NA,0,1,0,1,6,6.5,1.5,6,1,7,2,"Yes",NA,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,38,"man","Asian","4yearColl","$40,001-$60,000",3,4,0,1,0,1,0,NA
"QG887mn","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",61,1,1,0,0,6,1,1.5,4.5,1,4,2,5,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,37,"man","White","MA","$80,001-$100,000",5,5,1,1,0,1,0,NA
"LL244ne","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",23,0,0,0,1,4,7,2.5,1.5,2,1,3,2,"Not sure","Jacob Frey",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,20,"man","Asian","GED","Over $200,000",11,2,0,1,1,0,0,NA
"GC374yp","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",60,0,0,0,1,4,2,5.5,2,6,2,5,2,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,62,"man","White","MA","$140,001-$160,000",8,5,1,1,0,1,0,NA
"TU831cv","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",50,1,1,0,0,7,1,4,5.5,1,4,7,7,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,27,"woman","Black or African American","MA","$100,001-$120,000",6,5,0,0,0,1,0,"This study was a good length. It managed to touch on a variety of topics without sacrificing brevity. Great work!"
"SW622zc","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",75,0,0,0,1,7,1,1,4,1,4,1,4,"Yes","Andrew Cuomo",5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,27,"man","Asian","4yearColl","$20,001-$40,000",2,4,0,1,0,0,1,NA
"HO733cc","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",60,1,1,0,0,1,5,5.5,2.5,5,2,6,3,"Yes","Katie Wilson",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,37,"woman","White","4yearColl","$160,001-$180,000",9,4,1,0,0,1,0,NA
"YM945ez","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",65,1,1,0,0,5,4,3,4,4,4,2,4,"Yes","Zohran Mamdani",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,35,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,1,0,NA
"WF555zz","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",40,1,1,0,0,3,4,1,5.5,1,6,1,5,"Yes","Zohran Mamdani",4,"Independent",NA,NA,"Neither","Independent | Neither",1,31,"man","Hispanic, Latino, or Spanish origin","4yearColl","$60,001-$80,000",4,4,0,1,0,0,1,NA
"AI173fe","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",80,0,0,0,1,4,4,6.5,2.5,6,3,7,2,"Not sure","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,28,NA,"White","4yearColl",NA,NA,4,1,NA,0,1,0,NA
"PY449io","Washington","Garfield","Bruce Harrell","Katie Wilson","Mayoral","Seattle",20,0,0,0,1,2,6,3.5,4,5,3,2,5,"Not sure","Bruce Harrell",6,"Republican",NA,"Strong",NA,"Republican | Strong",1,52,"man","White","MA","$100,001-$120,000",6,5,1,1,1,0,0,NA
"LA909zp","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",18,NA,0,1,0,2,2,4,4,4,4,4,4,"Yes",NA,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,19,"man","White","4yearColl","$0-$20,000",1,4,1,1,0,1,0,NA
"PA821el","New York","Richmond","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",67,NA,0,1,0,5,1,2,6.5,2,7,2,6,"Yes",NA,2,"Independent",NA,NA,"Neither","Independent | Neither",1,22,"woman","Asian","GED","$100,001-$120,000",6,2,0,0,0,0,1,NA
"JP697nk","New Jersey","Sussex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",60,0,0,0,1,6,2,6.5,3,7,3,6,3,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,42,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,1,0,"Well done."
"IH330cw","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",51,0,0,0,1,5,4,7,1.5,7,1,7,2,"Not sure","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,31,"woman","Black or African American","MA","$140,001-$160,000",8,5,0,0,0,1,0,NA
"YN549tr","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",67,0,0,0,1,6,2,6.5,2.5,6,2,7,3,"Yes","Mikie Sherill",4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,35,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,NA
"TP828ft","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",9,1,1,0,0,3,3,6.5,2,7,2,6,2,"Yes","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,49,"man","White","4yearColl","$120,001-$140,000",7,4,1,1,1,0,0,NA
"GL443ho","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",27,0,0,0,1,5,4,7,2.5,7,2,7,3,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,37,"man","Hispanic, Latino, or Spanish origin","MA","Over $200,000",11,5,0,1,0,1,0,NA
"IT165dx","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",65,1,1,0,0,6,2,2,5,2,5,2,5,"Yes","Zohran Mamdani",2,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,34,"man","Black or African American","GED","$60,001-$80,000",4,2,0,1,0,0,1,NA
"JI299zs","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",95,0,0,0,1,3,5,3,3,2,2,4,4,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,35,"woman","Black or African American","MA","$40,001-$60,000",3,5,0,0,0,1,0,NA
