"id","n_reasons","mrl","assigned_cluster","avg_cosine_to_assigned","second_best_cluster","second_best_avg_cosine","margin"
"MU734ln",4,0.695756314670726,8,0.540490550722154,5,0.522971650683984,0.0175189000381695
"MX598qz",3,0.685371671248232,10,0.469095403996763,2,0.41811308966665,0.0509823143301125
"MY347xn",5,0.656952492378507,3,0.522770033955858,10,0.467511774500754,0.0552582594551034
"NA350sm",5,0.639831634579087,9,0.496055487232514,8,0.433103905082436,0.0629515821500787
"NA398fk",3,0.724359482230493,8,0.49265203249004,9,0.446159565488259,0.0464924670017808
"NB955pn",6,0.65385282929188,3,0.489917367145163,8,0.488441860037197,0.0014755071079654
"ND110jk",3,0.703594452191822,9,0.464278008894971,8,0.418196862754875,0.0460811461400963
"NE988pv",5,0.668757697187606,7,0.592479766717855,3,0.41988632896932,0.172593437748535
"NF942xe",9,0.588697095375137,7,0.481752283663401,5,0.428462153559719,0.0532901301036819
"NG529eq",5,0.672665752296991,7,0.497382532776361,4,0.482663472403653,0.0147190603727084
"NH478sj",5,0.636986299153286,2,0.456579882278486,10,0.449750889923979,0.00682899235450779
"NJ821sr",3,0.847059242854132,4,0.698652717995486,7,0.609082236192999,0.0895704818024871
"NK069kk",5,0.663167754937415,4,0.506278559170377,5,0.47164636609293,0.0346321930774466
"NL597jj",6,0.616710711765795,5,0.473030820069444,7,0.469615379356442,0.00341544071300204
"NL870fm",3,0.7157087734082,2,0.508257449721333,8,0.373243792065728,0.135013657655606
"NN792ji",5,0.71060465796893,8,0.53372080221585,9,0.446218722071251,0.0875020801445995
"NO352cj",5,0.695941601751912,5,0.544231574899458,8,0.491535788136354,0.0526957867631044
"NP275fq",3,0.726712556385944,7,0.554909472941771,2,0.4026751991441,0.152234273797671
"NS037od",2,0.837614066058481,4,0.609010661503557,9,0.508918329651388,0.10009233185217
"NS344pl",5,0.662633705997355,8,0.443971664559648,5,0.43010593805596,0.0138657265036887
"NU162ix",5,0.669918558883909,8,0.518413737024214,2,0.485957592461586,0.0324561445626284
"NU938lf",8,0.638387431222715,2,0.549681804731602,3,0.494457249051528,0.0552245556800738
"NU953yp",3,0.741004039132142,7,0.540874486930515,4,0.524336825666304,0.0165376612642107
"NV960uk",3,0.777831821706108,7,0.637039631138062,5,0.541656906153616,0.095382724984446
"NY746wv",3,0.742856771906156,9,0.561505616053782,4,0.43083752934359,0.130668086710192
"OD569hz",1,1,2,0.543750350359867,9,0.498184927372799,0.045565422987068
"OH140ou",3,0.707845137974814,5,0.554809740551084,8,0.495994693206707,0.0588150473443772
"OH365tg",5,0.649753168388816,7,0.485529137917858,5,0.484287032897639,0.00124210502021971
"OI259em",3,0.739209133423304,7,0.5493157776095,9,0.538340999224083,0.0109747783854176
"OJ155ml",4,0.666738466520672,1,0.472281474609705,8,0.462846487901894,0.0094349867078109
"OJ506dd",1,1,9,0.478262316024529,3,0.428803933678238,0.049458382346291
"OK919yx",4,0.669184723449985,9,0.495330164462278,7,0.47070798564194,0.024622178820338
"OM093qe",5,0.652528280014321,3,0.486707184201233,8,0.484244111176138,0.00246307302509491
"OM532oq",3,0.760947787794215,4,0.598976233273275,7,0.468005801499557,0.130970431773718
"OM569oh",5,0.627733859260842,3,0.476892264701387,2,0.441222337158625,0.0356699275427619
"ON319ul",4,0.691623932215168,7,0.522386804184117,3,0.434199887438895,0.0881869167452218
"ON359vj",3,0.717058674970052,6,0.539793240537021,10,0.409539495125566,0.130253745411456
"ON867gu",3,0.734510005431786,8,0.493326140625727,1,0.488141666031825,0.0051844745939022
"OQ247kv",4,0.703290380744753,5,0.541115843664094,7,0.481709789542002,0.0594060541220918
"OQ499jg",4,0.681717934683401,4,0.508708975353219,9,0.460465533248153,0.0482434421050664
"OU744wl",3,0.73988765212503,3,0.546170882485698,2,0.535270291140747,0.0109005913449515
"OV225ab",3,0.724158116410872,2,0.551057479503235,8,0.488045233235975,0.0630122462672597
"OW275jy",5,0.674689497628259,2,0.527495686179775,3,0.520572212243182,0.00692347393659343
"OX245qr",3,0.741422222973272,8,0.543940924036719,7,0.542545845211505,0.00139507882521339
"OX394bn",2,0.848176368501458,1,0.679811954202216,2,0.472800200299041,0.207011753903175
"OZ594cr",2,0.77127332680454,10,0.5565325904477,8,0.538828119941182,0.0177044705065179
"PA284xc",5,0.649525094184996,5,0.503950283043864,8,0.483107756742052,0.0208425263018121
"PB498bk",5,0.675332691423043,3,0.495801530929101,6,0.46312135195979,0.0326801789693102
"PB670mm",3,0.770730955952356,7,0.514222524746546,5,0.399166636715437,0.115055888031109
"PF318zn",4,0.651116041513681,5,0.495847254236599,8,0.421062010240764,0.074785243995835
"PI748uv",10,0.586054954870436,5,0.470053760859312,9,0.429050471032422,0.0410032898268895
"PI994pb",3,0.731129491621173,2,0.522209925848988,1,0.461318986359037,0.0608909394899511
"PJ079fd",4,0.693606692060689,7,0.592380249324938,4,0.495913591707879,0.0964666576170589
"PJ337yg",3,0.751906077035824,4,0.559235050291924,5,0.532178220623243,0.0270568296686815
"PK191mz",3,0.725552777203585,8,0.553902196556574,9,0.492889083820676,0.061013112735898
"PK259vo",5,0.632580104732824,8,0.51976362408583,2,0.464990861146066,0.0547727629397637
"PK435ka",5,0.640524613045167,8,0.48668669034527,3,0.455714797233202,0.0309718931120681
"PL805ab",1,1,9,0.615341571392746,2,0.466631525329666,0.14871004606308
"PO156kt",1,1,7,0.689947450041911,5,0.578401788115225,0.111545661926686
"PO770wo",5,0.623326071071547,2,0.445070952976919,1,0.443032514062453,0.00203843891446615
"PQ918mo",9,0.628230557914506,5,0.50979164596394,7,0.499860389452689,0.00993125651125082
"PR430ma",3,0.690363012258029,7,0.487412542766063,4,0.485898670121189,0.00151387264487313
"PV159ku",3,0.722947330048573,5,0.575437370741637,7,0.505625199162228,0.0698121715794087
"PX493wi",4,0.671339662721722,8,0.504209412947412,1,0.477725553103349,0.0264838598440637
"PZ184cl",4,0.678451873181845,5,0.491185751337619,8,0.471522156218273,0.0196635951193458
"PZ991ap",3,0.704054274917286,5,0.474724394216089,2,0.397872325728858,0.076852068487231
"QC257uo",4,0.698199515212528,3,0.567591944320901,7,0.529448535284363,0.0381434090365382
"QD492xm",7,0.639033821304622,8,0.488098258883872,7,0.484009917629193,0.00408834125467972
"QD543aa",2,0.805991544000967,7,0.557419128245707,5,0.471948718421054,0.0854704098246525
"QE893no",3,0.778405139249349,7,0.64343451593529,5,0.464863289703312,0.178571226231978
